text,intent
Towel ekak ona,towel_request
Footsteps above,noise_complaint
party noise above,noise_complaint
could you please call my room at 7 am,wake_up_call
Please send help immediately,emergency
Same day service,laundry_service
Wash and iron,laundry_service
please make room clean,room_cleaning
Could you please turn on the lights,lighting_control
i would like to request additional pillows,pillow_request
Brighter,lighting_control
Could I get ice,misc_request
I'd like to eat,food_order
Two three towels send,towel_request
morning 7 call me,wake_up_call
I can't sleep noise,noise_complaint
broken,maintenance
Express checkout,checkout_billing
Cold feeling need warm,temperature_control
i need a doctor,emergency
Snorkeling tour,concierge_general
broken AC,maintenance
I want to towels,towel_request
darker,lighting_control
no cleaning please,do_not_disturb
Don't disturb ah,do_not_disturb
Lights off,lighting_control
No service today please,do_not_disturb
Lower temperature please,temperature_control
morning call at 6,wake_up_call
don't clean my room,do_not_disturb
Night light please,lighting_control
Do not disturb karanna,do_not_disturb
For towels please,towel_request
Large car needed,concierge_taxi
Ironing board please,misc_request
More hangers please,misc_request
leave alone,do_not_disturb
I would like to check out,checkout_billing
Could you arrange transportation,concierge_taxi
Adjust temperature,temperature_control
I need tourist information,concierge_general
good seafood restaurants,concierge_general
Heavy blanket please,blanket_request
Skip service,do_not_disturb
tv is broken,maintenance
Dress press karanna ona,laundry_service
I won't get my room cleaned,room_cleaning
i need help,emergency
No cleaning please,do_not_disturb
Beach directions,concierge_general
Press my clothes,laundry_service
warm up the room,temperature_control
3 am noise complaint,noise_complaint
Don't come in no,do_not_disturb
I need shampoo please,toiletries_request
Reading light on,lighting_control
i need two tells,towel_request
Restaurant recommendations,concierge_general
Toothbrush and toothpaste please,toiletries_request
full brightness please,lighting_control
Lost room key,emergency
lamp on,lighting_control
i need food,food_order
Clean my room later,room_cleaning
To more pillows,pillow_request
I'm checking out,checkout_billing
few towels needed,towel_request
Return by evening please,laundry_service
breakfast in bed,food_order
More blankets please,blanket_request
Tomorrow 8 am alarm,wake_up_call
towels please,towel_request
Could you please bring extra towels,towel_request
Emergency,emergency
Can i get toilet paper,toiletries_request
i need extra pillows,pillow_request
Bring me an iron,misc_request
Wake me up at sex,wake_up_call
Turn on AC and make it cold,temperature_control
I would like to request laundry service,laundry_service
Bathroom light on,lighting_control
i want my room clean,room_cleaning
lights on,lighting_control
Must clean room today itself,room_cleaning
I need a blanket,blanket_request
toothbrush send no,toiletries_request
Can call taxi,concierge_taxi
Uber,concierge_taxi
Hand wash needed,laundry_service
where is gym no,concierge_general
I want a razor,toiletries_request
Towels thiyanna,towel_request
Arrange a taxi,concierge_taxi
broken tv,maintenance
Need repair,maintenance
I need fresh towels,towel_request
I need tourist information,concierge_general
I need ice,misc_request
room service,food_order
I need one pillow,pillow_request
Dry cleaning needed,laundry_service
Can someone clean my room,room_cleaning
Shouting neighbors,noise_complaint
Don't clean my room,do_not_disturb
Taxi want,concierge_taxi
Bill ekak ona,checkout_billing
I'm cold need a blanket,blanket_request
Can you clean the Rome,room_cleaning
i would like to report a noise disturbance,noise_complaint
Could I order a sandwich,food_order
Thick blanket,blanket_request
can't sleep,noise_complaint
can i checkout late,checkout_billing
I need a blanket,blanket_request
Hungry no can you send food,food_order
may i request urgent repair service,maintenance
temperature,temperature_control
Business center location,concierge_general
dim lights,lighting_control
Turn on the lights,lighting_control
loud music,noise_complaint
two three pillows,pillow_request
extra pillows,pillow_request
soft pillows,pillow_request
I'm starving,food_order
Bathroom items want,toiletries_request
need blanket,blanket_request
May I have additional hangers,misc_request
I want to get my room cleaned,room_cleaning
People are being loud,noise_complaint
people are being loud,noise_complaint
Delicate wash,laundry_service
i need more towels,towel_request
Fast billing,checkout_billing
may i request brighter lighting,lighting_control
Sent housekeeping,room_cleaning
Conference room booking,concierge_general
Turn off lights,lighting_control
Bathroom light flickering,maintenance
Make it cooler,temperature_control
Two three pillows,pillow_request
Arrange a taxi,concierge_taxi
I need two tells,towel_request
Pick up laundry please,laundry_service
Newspaper,misc_request
I need more towels,towel_request
Toilet paper,toiletries_request
Dry clean suit,laundry_service
Charger and adapter,misc_request
cab to colombo,concierge_taxi
Send up pillows,pillow_request
Face wash please,toiletries_request
need soap,toiletries_request
toilet flush naha,maintenance
I need a hairdryer,misc_request
Turn on AC and make it cold,temperature_control
Could you arrange laundry pickup,laundry_service
Fresh towels want no please,towel_request
Please clean my room,room_cleaning
coffee,food_order
loud neighbors,noise_complaint
Pick up laundry at 10 am,laundry_service
key card not working,emergency
This is an emergency situation,emergency
I need AC,temperature_control
Bring me a blanket,blanket_request
I can't sleep noise please,noise_complaint
I would like to book a taxi,concierge_taxi
Noise complaint,noise_complaint
Set alarm for 8 am,wake_up_call
Broken window urgent,maintenance
I need two brush,toiletries_request
I would like privacy please,do_not_disturb
Set alarm for 8 am,wake_up_call
I'm hangry,food_order
I need a taxi,concierge_taxi
TV volume too high,noise_complaint
Do not disturb please,do_not_disturb
Leave me alone,do_not_disturb
Another day please,checkout_billing
more blankets please,blanket_request
Noisy guests,noise_complaint
No electricity in room,maintenance
I want laundry service,laundry_service
Toilet paper finish no,toiletries_request
I want soup,toiletries_request
I would like to request an iron,misc_request
I need a toothbrush,toiletries_request
wake me at 7 am,wake_up_call
Turn on AC,temperature_control
Full laundry bag please,laundry_service
morning call,wake_up_call
ice,misc_request
To more pillows,pillow_request
turn off lights,lighting_control
Breakfast send no,food_order
not working,maintenance
I want ice,misc_request
Several towels please,towel_request
I want my room cleaned,room_cleaning
Extra firm pillows,pillow_request
Four towels please,towel_request
more towels,towel_request
wake me 7,wake_up_call
couple of pillows,pillow_request
Lights on,lighting_control
Room clean karanna,room_cleaning
Don't come in no please,do_not_disturb
wake me 7,wake_up_call
Set AC to 18,temperature_control
i need toilet paper,toiletries_request
I need another pillow,pillow_request
I want the receipt,checkout_billing
wake up call,wake_up_call
May I request no housekeeping service today,do_not_disturb
Sent housekeeping,room_cleaning
warmer,temperature_control
Bring me pizza,food_order
pickme please,concierge_taxi
toothbrush,toiletries_request
Can I get toothpaste please,toiletries_request
Taxi please,concierge_taxi
Late night party,noise_complaint
Adjust temperature,temperature_control
Room needs cleaning,room_cleaning
Could I get ice,misc_request
i need a hair dryer,misc_request
Clean my room now,room_cleaning
wake me up at 7,wake_up_call
Slippers,misc_request
Theft report,emergency
Bring me dinner,food_order
Please send soap ah,toiletries_request
May I have my clothes pressed,laundry_service
Morning call please,wake_up_call
Turn down the heat please,temperature_control
Breakfast time,concierge_general
Bill please,checkout_billing
Sewing kit,misc_request
pillow ekak ona,pillow_request
lost room key,emergency
receipt,checkout_billing
No cleaning today,do_not_disturb
Noise at night,noise_complaint
lights off,lighting_control
i would like to request laundry service,laundry_service
stop noise,noise_complaint
I want tourist information,concierge_general
Book city tour,concierge_general
Laundry service want please,laundry_service
Four firm pillows,pillow_request
housekeeping,room_cleaning
doctor needed,emergency
I need another pillow,pillow_request
Bring me dinner,food_order
i need another blanket,blanket_request
More pillows send no please,pillow_request
Room service please,food_order
Checkout at 2 pm,checkout_billing
The AC is not working,maintenance
Taxi thiyanna,concierge_taxi
Slamming doors,noise_complaint
Please clean my room,room_cleaning
Tree pillows,pillow_request
Beach towels,towel_request
Can you clean the rome,room_cleaning
Taxi thiyanna,concierge_taxi
I want a warm blanket,blanket_request
Check out please,checkout_billing
Security needed,emergency
Privacy want,do_not_disturb
bring me a blanket,blanket_request
Could you mark this room do not disturb,do_not_disturb
Ac fast fast on,temperature_control
Warm duvet,blanket_request
I lost my key,emergency
More pillows send no,pillow_request
Immediate taxi,concierge_taxi
light blanket please,blanket_request
Shampoo naha,toiletries_request
Sick feeling help,emergency
Several pillows,pillow_request
May I have more pillows,pillow_request
moisturizer needed,toiletries_request
invoice,checkout_billing
Could I get my invoice,checkout_billing
The tap is leaking,maintenance
Early breakfast,food_order
emergency,emergency
Extra blanket,blanket_request
Wake me tomorrow at 7,wake_up_call
Bar hours,concierge_general
someone clean my room,room_cleaning
don't clean my room,do_not_disturb
Fresh juice,food_order
Make it cooler,temperature_control
Bring me soap,toiletries_request
ice want,misc_request
extra tolls,towel_request
Lamp off,lighting_control
Cotton blanket,blanket_request
clean please,room_cleaning
Electric blanket,blanket_request
The AC is not working please,maintenance
Can I have towels,towel_request
make bed,room_cleaning
Lights off,lighting_control
Can I get an extra blanket,blanket_request
TV not working send someone,maintenance
Please clean my room,room_cleaning
skip cleaning today,do_not_disturb
lights on,lighting_control
pool hours please,concierge_general
May i request a cab to the airport,concierge_taxi
I want clothes washed,laundry_service
Its too noisy,noise_complaint
Turn up the ac,temperature_control
clean bath towels,towel_request
turn on the lamb,lighting_control
clean room before dinner,room_cleaning
TV is broken,maintenance
checkout,checkout_billing
Air conditioner making noise,maintenance
Call uber,concierge_taxi
do not disturb karanna,do_not_disturb
invoice thiyanna,checkout_billing
Bright ah lights dim karanna,lighting_control
Send up some food,food_order
I would like to check out,checkout_billing
Bill please,checkout_billing
Do not disturb please,do_not_disturb
Leave me alone please,do_not_disturb
i need toilet paper,toiletries_request
toilet flush naha,maintenance
Quick checkout,checkout_billing
Can send breakfast,food_order
Skip house keeping,do_not_disturb
I want breakfast,food_order
Key card not working,emergency
Emergency,emergency
Directions thiyanna,concierge_general
Book a cab,concierge_taxi
Stain removal,laundry_service
need taxi,concierge_taxi
Tomorrow morning call,wake_up_call
Smell smoke,emergency
Cab for tonight,concierge_taxi
I'm cold,temperature_control
Air conditioning please,temperature_control
One more blanket,blanket_request
AC too strong reduce it,temperature_control
whale watching trip,concierge_general
I need another pillow,pillow_request
Lights on,lighting_control
My room is messy please,room_cleaning
Several items,laundry_service
Can you quiet them down,noise_complaint
I need ice,misc_request
Uber,concierge_taxi
extra bedding,blanket_request
Few clothes to wash,laundry_service
Feather pillows,pillow_request
I would like to request bathroom amenities,toiletries_request
Dry clean suit,laundry_service
Bring me dinner,food_order
It's too noisy,noise_complaint
I need hangers,misc_request
do not disturb,do_not_disturb
Three towels please,towel_request
I need a warm blanket,blanket_request
I need extra pillows,pillow_request
Pillow ekak ona,pillow_request
May I have bathroom supplies,toiletries_request
where is gym,concierge_general
Shower has no pressure,maintenance
Next room loud ah,noise_complaint
Can you do my laundry,laundry_service
Morning 7 call me,wake_up_call
May i schedule a morning call,wake_up_call
firm pillows,pillow_request
Hangers ona,misc_request
Airport pickup,concierge_taxi
Quiet karanna please,noise_complaint
I lost my key,emergency
Bathroom items want,toiletries_request
toiletries,toiletries_request
ac broken no can you fix,maintenance
Chicken curry and rice,food_order
Several items,laundry_service
I want to order food please,food_order
Bill want,checkout_billing
Make it darker,lighting_control
Can on lights,lighting_control
The room needs to be cleaned,room_cleaning
room service send ah,food_order
Noise complaint please,noise_complaint
Food order karanna,food_order
Thin blanket,blanket_request
I need two brush,toiletries_request
Fix karanna ona,maintenance
Room service please,food_order
Additional blankets,blanket_request
Turn on the lamb please,lighting_control
I feel sick,emergency
I like housekeeping service,room_cleaning
cold,blanket_request
Morning call at 6,wake_up_call
Safari booking,concierge_general
Wake me up at 7,wake_up_call
It's cold,temperature_control
Laundry pickup thiyanna,laundry_service
brunch order,food_order
dry clean please,laundry_service
lower temperature please,temperature_control
Late checkout please,checkout_billing
I need soup,toiletries_request
I would like directions to local attractions,concierge_general
Water leak,maintenance
bill please,checkout_billing
Towels need ah,towel_request
USB cable,misc_request
Can I get an extra blanket,blanket_request
I require immediate assistance,emergency
its cold,temperature_control
Noise complaint,noise_complaint
room service send ah,food_order
Can you do my laundry,laundry_service
Housekeeping please,room_cleaning
loud music please,noise_complaint
Make lights dimmer,lighting_control
Clothes wash karanna,laundry_service
Noise ekka sleep karanna baha,noise_complaint
extend stay,checkout_billing
I need a blanket,blanket_request
Charger and adapter,misc_request
i need another pillow,pillow_request
Prepare my bill,checkout_billing
No cleaning today,do_not_disturb
i want to check out,checkout_billing
extra blanket,blanket_request
Wake me at seven,wake_up_call
Please tidy the room,room_cleaning
four firm pillows,pillow_request
Tap dripping continuously,maintenance
Can you do my laundry,laundry_service
Can clean my room,room_cleaning
Razors please,toiletries_request
Half brightness,lighting_control
extra pillows,pillow_request
bathrobe,misc_request
Don't disturb ah,do_not_disturb
Morning call at 5 sharp,wake_up_call
Gym opening hours,concierge_general
Uber call karanna,concierge_taxi
Wake me at 7 am please,wake_up_call
doctor want fast,emergency
I need soft pillows,pillow_request
One more blanket,blanket_request
Could you please arrange for room cleaning,room_cleaning
don't disturb,do_not_disturb
email my bill,checkout_billing
Two more pillows,pillow_request
i like housekeeping service,room_cleaning
must clean room today itself,room_cleaning
Set alarm for quarter to 8,wake_up_call
Emergency ah please,emergency
Tomorrow delivery,laundry_service
Its cold,temperature_control
Bring me food,food_order
Playing cards,misc_request
Clean room after lunch,room_cleaning
lunch,food_order
Cab ekak ona,concierge_taxi
May I have a warm blanket,blanket_request
locked out,emergency
People are being loud,noise_complaint
I would like to report a noise disturbance,noise_complaint
Iron quickly send,misc_request
May I have a warm blanket,blanket_request
Neighbors loud music,noise_complaint
No disturbance please,do_not_disturb
Extra blanket ona,blanket_request
Three wheeler call karanna,concierge_taxi
I need bath towels,towel_request
Bring me a razor,toiletries_request
late checkout,checkout_billing
Could I get lunch,food_order
I'm hot,temperature_control
Taxi please,concierge_taxi
can i get my invoice,checkout_billing
I need an iron,misc_request
three towels please,towel_request
Bill want,checkout_billing
laundry,laundry_service
Taxi urgently want,concierge_taxi
Make bed,room_cleaning
umbrella,misc_request
Coat hangers,misc_request
Could you arrange laundry pickup,laundry_service
Heart problem emergency,emergency
Can I get some tolls,towel_request
Call me a cab,concierge_taxi
Early morning noise,noise_complaint
Make it 22 degrees,temperature_control
Lunch want quickly,food_order
Dress press karanna ona,laundry_service
Pillows want,pillow_request
Privacy,do_not_disturb
Construction noise,noise_complaint
Can I get toothpaste,toiletries_request
Make it 22 degrees,temperature_control
I want soap and shampoo,toiletries_request
Hangers and hooks,misc_request
Call me at 6,wake_up_call
Key lose kara,emergency
I want my room clean,room_cleaning
Iron thiyanna,misc_request
temperature,temperature_control
Cold ah put heater please,temperature_control
remote doesn't work,maintenance
lamp on,lighting_control
Bring ice please,misc_request
I need one pillow,pillow_request
bring me a burger and fries,food_order
extra towels,towel_request
Night light please,lighting_control
tv is broken,maintenance
too hot can you ac on,temperature_control
Locked out,emergency
Best places visit karanna,concierge_general
maintenance,maintenance
Send housekeeping,room_cleaning
wash clothes,laundry_service
slippers,misc_request
Clean the room please,room_cleaning
I'd like to eat,food_order
Cold feeling need warm,temperature_control
Loud music next door,noise_complaint
Set wake up call,wake_up_call
pool close at what time,concierge_general
Locked out,emergency
Increase ac power,temperature_control
Wake me at 6 and 6:30,wake_up_call
Tidy up my room,room_cleaning
I need a pillow,pillow_request
May I have my clothes pressed,laundry_service
Air conditioned taxi,concierge_taxi
Room very dirty need clean,room_cleaning
May I request no housekeeping service today,do_not_disturb
Dinner ekak ona,food_order
Pool close at what time,concierge_general
cold,blanket_request
maintenance want urgently,maintenance
Hungry no can you send food,food_order
Loud at midnight,noise_complaint
maintenance,maintenance
Blanket ekak send,blanket_request
I would like to request an iron,misc_request
Book taxi to airport,concierge_taxi
to more pillows,pillow_request
It's too noisy,noise_complaint
Morning call at 6 please,wake_up_call
Umbrella,misc_request
Book a cab,concierge_taxi
no cleaning today,do_not_disturb
Bring two towels,towel_request
What are the attractions,concierge_general
Hallway noise,noise_complaint
i need a hair dryer,misc_request
Do not disturb until tomorrow,do_not_disturb
Laundry pickup now,laundry_service
ac off,temperature_control
Soft pillows please,pillow_request
It's cold,temperature_control
Privacy for whole day,do_not_disturb
it's too warm,temperature_control
Someone at door please,emergency
6 am wake up karanna,wake_up_call
Book taxi for 8 am tomorrow please,concierge_taxi
Food order karanna,food_order
The AC is not working,maintenance
Could you bring extra pillows,pillow_request
handful of towels,towel_request
Lights on,lighting_control
Room cleaning want,room_cleaning
It's too noisy,noise_complaint
Suspicious person,emergency
Turn on the lamp,lighting_control
Emergency,emergency
Call me at 6,wake_up_call
Set alarm for 8 am,wake_up_call
Too much noise,noise_complaint
Extra bedding,blanket_request
Best places to visit in Colombo,concierge_general
Toothbrush please,toiletries_request
Breathing problem,emergency
send someone to clean,room_cleaning
don't come in no,do_not_disturb
too much noise,noise_complaint
Noise next door,noise_complaint
I need an iron please,misc_request
gluten-free options,food_order
Medical emergency,emergency
Could you address the noise from next door,noise_complaint
bright lights,lighting_control
leave alone,do_not_disturb
stop noise,noise_complaint
Turn off lights,lighting_control
Full brightness please,lighting_control
Can I get shampoo,toiletries_request
leave me alone,do_not_disturb
6 am call,wake_up_call
Its two hot,temperature_control
Steam iron,misc_request
Call me at 6:15,wake_up_call
Morning call thiyanna,wake_up_call
dinner,food_order
Taxi in 10 minutes,concierge_taxi
Very noisy no can you stop,noise_complaint
firm pillows,pillow_request
Hypoallergenic pillows,pillow_request
i would like privacy please,do_not_disturb
Shirt pressing,laundry_service
Turn off the lamp,lighting_control
More blankets,blanket_request
Wake me tomorrow at ate,wake_up_call
Bring me a blanket,blanket_request
I can't get in my room,emergency
heat,temperature_control
Lights off,lighting_control
taxi to shopping mall,concierge_taxi
I want AC,temperature_control
Hairdryer ekak,misc_request
Steam iron,misc_request
Urgent,emergency
beach towels,towel_request
Spa timings,concierge_general
key broken urgent,emergency
toothbrush and toothpaste please,toiletries_request
Book taxi to airport,concierge_taxi
bring toilet paper,toiletries_request
I would like to change the temperature,temperature_control
too much sound,noise_complaint
hangers,misc_request
Lights on,lighting_control
I need a hairdryer,misc_request
Hand towels please,towel_request
flood in room,emergency
restaurants nearby,concierge_general
someone clean my room,room_cleaning
USB cable,misc_request
Face towels needed,towel_request
Cotton swabs,toiletries_request
Caesar salad,food_order
Electric blanket,blanket_request
Laundry pickup thiyanna,laundry_service
Turn on the lights,lighting_control
Turn down the heat,temperature_control
i would like to request a wake up call,wake_up_call
Wake up call,wake_up_call
pool hours,concierge_general
Umbrella,misc_request
I would like to request additional towels,towel_request
I need toothpaste,toiletries_request
iron please,misc_request
I want directions,concierge_general
Late night party,noise_complaint
temple tour,concierge_general
Bring two pillows,pillow_request
transport,concierge_taxi
morning call at 6,wake_up_call
Turn up the AC,temperature_control
Extra pillows thiyanna,pillow_request
airport taxi,concierge_taxi
white towels please,towel_request
Very hot here,temperature_control
six towels please,towel_request
iron clothes,laundry_service
noise next door,noise_complaint
hot,temperature_control
Laundry service want,laundry_service
Can I have towels,towel_request
Know cleaning please,do_not_disturb
Please send help immediately,emergency
too hot,temperature_control
Restaurant recommendations,concierge_general
charger,misc_request
I need hangers,misc_request
Next day wake up call,wake_up_call
Clean the room please,room_cleaning
Slamming doors,noise_complaint
The neighbors are loud,noise_complaint
tomorrow morning,wake_up_call
restaurant menu,concierge_general
Make it brighter,lighting_control
Skip house keeping,do_not_disturb
The neighbors are loud,noise_complaint
need cleaning,room_cleaning
Email my bill,checkout_billing
I need a taxi please,concierge_taxi
Taxi to beach,concierge_taxi
Leave me alone,do_not_disturb
i need extra pillows,pillow_request
cooler,temperature_control
Could you mark this room do not disturb,do_not_disturb
Extra blanket,blanket_request
I want eggs and toast,food_order
I'm leaving,checkout_billing
I need the receipt,checkout_billing
Two blankets please,blanket_request
Blanket,blanket_request
wake me at 5:30 am,wake_up_call
All lights off,lighting_control
The shower is broken,maintenance
Ice want,misc_request
Bring me a blanket,blanket_request
I require immediate assistance,emergency
I need a pillow,pillow_request
Cab to restaurant,concierge_taxi
Bar hours,concierge_general
Coat hangers please,misc_request
Safe won't lock,maintenance
Soft pillows want ah,pillow_request
Toilet paper and tissues,toiletries_request
where is gym,concierge_general
Bathrobe,misc_request
I want to order food,food_order
Call me 6,wake_up_call
I need help,emergency
Extend stay,checkout_billing
Room open karanna help,emergency
Shirt pressing,laundry_service
Fresh hand towels,towel_request
locked out,emergency
Light problem ah,maintenance
Lights on,lighting_control
toothbrush,toiletries_request
Late checkout please,checkout_billing
I need a razor,toiletries_request
Clean my room in one hour,room_cleaning
Wake me at 7 am,wake_up_call
dry clean suit,laundry_service
Bring me pillows,pillow_request
Brighten the room,lighting_control
loud music next door,noise_complaint
I lost my key,emergency
Two blankets please,blanket_request
Extend checkout,checkout_billing
People are being loud,noise_complaint
Very dark lights on,lighting_control
Restaurant recommendations,concierge_general
Call a taxi,concierge_taxi
Room service menu,food_order
Bring me soap,toiletries_request
can you do my laundry,laundry_service
I need transport,concierge_taxi
Could you please send toiletries,toiletries_request
I need an iron,misc_request
Light off karanna please,lighting_control
I want one pillow,pillow_request
Privacy want,do_not_disturb
too cold,temperature_control
may i request brighter lighting,lighting_control
Five towels please,towel_request
I want privacy,do_not_disturb
Complete toiletries set,toiletries_request
Shampoo naha,toiletries_request
Lost passport,emergency
